Product code,Product label,"Korea, Republic of's imports from India-Value in 2012","Korea, Republic of's imports from India-Value in 2013","Korea, Republic of's imports from India-Value in 2014","Korea, Republic of's imports from India-Value in 2015","Korea, Republic of's imports from India-Value in 2016","Korea, Republic of's imports from India-Value in 2017","Korea, Republic of's imports from India-Value in 2018","Korea, Republic of's imports from India-Value in 2019","Korea, Republic of's imports from India-Value in 2020","Korea, Republic of's imports from India-Value in 2021",India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,"Korea, Republic of's imports from world- ","Korea, Republic of's imports from world-Value in 2012","Korea, Republic of's imports from world-Value in 2013","Korea, Republic of's imports from world-Value in 2014","Korea, Republic of's imports from world-Value in 2015","Korea, Republic of's imports from world-Value in 2016","Korea, Republic of's imports from world-Value in 2017","Korea, Republic of's imports from world-Value in 2018","Korea, Republic of's imports from world-Value in 2019","Korea, Republic of's imports from world-Value in 2020","Korea, Republic of's imports from world-Value in 2021"
250300,"Sulphur of all kinds (excluding sublimed sulphur, precipitated sulphur and colloidal sulphur)",0,0,0,18,8,0,12,23,6,81,,36075,93218,68419,79491,57192,59321,66804,62632,52882,177172,,8556,3670,5272,3700,2123,1674,2821,2494,1821,8479
853222,"Fixed electrical capacitors, aluminium electrolytic (excluding power capacitors)",8,11,18,13,2,24,41,65,74,81,,165,700,481,406,435,580,991,1199,1702,2075,,75205,81945,87216,91349,103840,124194,145102,137686,145078,179927
551319,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,81,,1166,3147,2330,2118,3270,3888,3476,3057,2831,2634,,507,123,141,31,163,370,699,510,200,233
730840,"Equipment for scaffolding, shuttering, propping or pit-propping (excluding composite sheetpiling ...",905,0,0,10,0,0,0,0,0,80,,112115,123440,145130,213803,171905,185371,211044,203686,150717,225540,,15814,22895,40659,19206,25889,26068,29577,30383,17798,27446
281214,Phosphorus pentachloride,0,0,0,0,0,46,46,69,83,80,,0,0,0,0,0,358,383,366,391,254,,0,0,0,0,0,89,93,101,97,112
285210,"Compounds, inorganic or organic, of mercury, chemically defined (excluding amalgams)",5,38,65,1,2,65,67,49,41,79,,0,366,419,256,201,1587,1787,700,626,443,,36,136,275,42,90,134,172,232,153,206
283526,"Phosphates of calcium (excluding calcium hydrogenorthophosphate """"dicalcium phosphate"""")""""",0,0,1,0,0,0,0,0,41,79,,557,811,710,800,902,943,1131,3806,2083,2107,,9564,8789,7472,8787,11198,11128,12712,14930,16777,22976
570239,"Carpets and other floor coverings, of vegetable textile materials or coarse animal hair, woven, ...""",5,0,34,26,37,13,28,64,33,79,,7254,4767,3179,3841,2375,9939,18167,26927,22601,18134,,139,196,183,161,163,44,40,260,206,171
846799,"Parts of pneumatic tools for working in the hand, hydraulic or with self-contained electric ...",12,18,41,819,316,205,124,96,83,79,,11512,10023,10419,18154,28076,19730,22655,24221,23120,37862,,29665,30800,38114,45194,35830,35018,33989,32233,34335,42496
381129,Prepared additives for oil lubricants not containing petroleum oil or bituminous mineral oil,24,52,8,223,32,251,219,134,837,79,,5893,14924,15442,15008,19222,17857,24998,190606,13040,18439,,24257,20067,22257,19643,19861,19232,16983,14804,13218,14374
460219,"Basketwork, wickerwork and other articles, made directly to shape from vegetable plaiting materials ...",0,0,16,44,11,93,38,71,60,79,,713,1549,2480,4413,7254,9614,13825,20054,15748,19794,,5807,5736,5733,5637,6017,6821,7694,8229,8426,8708
570242,"Carpets and other floor coverings, of man-made textile materials, woven, not tufted or flocked, ...",51,3,23,85,108,97,152,213,151,78,,30082,72443,85104,26942,20749,24872,29810,36017,45923,72499,,3166,2760,3201,4093,4908,4429,5500,7204,8322,10694
850422,"Liquid dielectric transformers, having a power handling capacity > 650 kVA but <= 10.000 kVA",0,0,0,0,0,0,0,0,0,78,,46407,37792,35780,44066,47855,40275,55195,41869,41334,46524,,6304,24790,18603,12936,4060,3994,7432,1298,1210,681
520822,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",406,500,158,128,16,52,12,44,42,78,,25474,26040,25815,17046,11995,11798,16327,18665,17216,21734,,2412,3133,5057,7210,4526,3562,4584,3368,1443,4660
611710,"Shawls, scarves, mufflers, mantillas, veils and the like, knitted or crocheted",175,174,316,180,158,171,123,91,64,78,,12869,40145,112300,96347,44036,49685,51538,45084,20967,21777,,21863,22482,20747,20097,19738,20931,25334,24774,23065,27384
300449,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...""",0,0,0,0,0,36,88,80,32,77,,0,0,0,0,0,10632,13843,16582,18796,25678,,0,0,0,0,0,95897,104645,101068,100627,126431
845090,"Parts of household or laundry-type washing machines, n.e.s.",38,11,27,25,14,34,51,36,21,77,,5770,11652,8202,10933,16307,15149,13831,21650,26979,40928,,42177,45251,37058,16242,14289,18474,15980,13321,12457,19268
701328,"Drinking glasses, stemware (excluding of glass ceramics or of lead crystal)",1,0,1,0,2,0,37,94,86,77,,2959,3316,3251,3052,2650,886,2810,869,402,701,,3562,4097,5012,4933,4246,6371,5241,5319,6620,12328
810420,"Magnesium waste and scrap (excluding ash and residues containing magnesium, and raspings, turnings ...",0,0,0,0,0,0,28,179,81,76,,99,12,0,0,9,58,291,3241,1273,9352,,5,23,102,20,662,1265,1123,1166,1107,3206
860900,"Containers, incl. containers for the transport of fluids, specially designed and equipped for ...",197,19,0,0,0,133,26,16,51,76,,19262,25554,12801,7815,4550,6615,10819,14865,22232,40298,,94638,103151,105837,97129,89892,126080,197840,191341,213600,303102
853390,"Parts of electrical resistors, incl. rheostats and potentiometers, n.e.s.",0,0,0,0,0,4,4,1,3,76,,367,755,463,287,945,826,879,996,1131,1526,,15511,25835,6132,3716,4854,3870,3627,3288,2827,3555
830629,"Statuettes and other ornaments, of base metal, not plated with precious metal (excluding works ...",79,125,174,221,205,205,134,184,137,75,,1397,1492,2045,2286,2375,2464,5552,4456,3895,5353,,9974,6648,6080,7257,8288,8076,10144,9145,7617,9974
540792,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",34,34,36,37,51,123,197,135,64,75,,28176,32970,25410,32067,51119,44600,38594,39421,35143,40935,,5956,5077,5210,4614,6058,8020,6207,6173,4714,7806
281610,Hydroxide and peroxide of magnesium,0,6,4,12,6,8,5,12,32,75,,895,1017,1298,1102,2091,1588,2154,2073,2673,3487,,21568,18396,21426,26248,22959,18211,13816,14333,12504,13030
940180,"Seats, n.e.s.",20,15,154,212,123,78,74,74,25,75,,5357,6193,5021,5529,5591,7403,6338,6046,6487,9596,,57697,65560,75023,75631,76696,86517,84719,81891,84469,100580
842541,Built-in jacking systems of a type used in garages,0,0,0,0,0,0,0,0,14,75,,63,20,16,166,944,1233,1457,1863,2324,3687,,115,525,485,762,544,688,1009,816,957,841
283429,Nitrates (excluding of potassium and of mercury),0,5,4,5,3,6,28,35,60,75,,2624,2611,2062,2164,1892,2466,2240,2834,2897,4341,,11524,10813,14254,14515,13384,14216,17263,15165,17246,23555
920992,"Parts and accessories for string musical instruments without keyboards, n.e.s. (excluding strings ...",104,158,123,98,116,146,73,70,85,75,,3221,4049,3615,3914,3881,3570,4416,5147,5821,8109,,6476,6893,5112,4139,5444,5242,5399,5843,6129,7951
846630,"Dividing heads and other special attachments for machine tools, n.e.s.",0,2,3,4,5,3,142,7,10,75,,20651,22822,23661,21871,26031,34989,48243,51099,45062,88166,,10835,12076,14398,14934,10744,13009,12177,11062,8408,12126
830210,"Hinges of all kinds, of base metal",16,20,30,25,31,64,37,84,23,74,,63202,53090,45382,42063,43171,45693,49065,48268,47396,73686,,46694,47442,50015,52406,56548,65621,80712,82047,116266,149846
90831,"Cardamoms, neither crushed nor ground",13,5,6,0,3,0,40,2,62,73,,0,32142,58007,70389,65149,94959,71805,55332,114637,193499,,549,634,813,480,380,674,852,779,901,1423
81190,"Frozen fruit and nuts, uncooked or cooked by steaming or boiling in water, whether or not sweetened ...",134,117,143,54,149,28,47,29,78,73,,24746,25581,22767,29093,30770,33819,39635,41587,31707,40452,,81935,92224,98729,115841,96619,80414,86333,83695,91524,110194
902590,"Parts and accessories for hydrometers, areometers and similar floating instruments, thermometers, ...",282,361,318,854,181,97,119,40,35,73,,3512,5247,5423,3217,3421,5079,5962,7030,6633,8902,,47227,71470,49943,44391,45927,44404,44787,37603,53998,51358
520521,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,443,0,0,0,0,23,1,45,73,,128982,118470,78592,92239,63219,37742,20347,18424,12474,14589,,722,937,674,358,287,31,34,172,680,2186
840810,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""", for ...""",358,1697,1455,201,649,310,429,148,210,73,,7659,5004,7001,1032,1241,5260,6769,6177,9658,8772,,168771,144287,170118,127041,118540,108080,138104,100918,75676,110454
392340,"Spools, cops, bobbins and similar supports, of plastics",150,101,47,63,56,40,25,23,25,73,,4593,4372,5071,5607,5520,6225,10270,7613,5835,8395,,66627,54280,56198,57281,64508,75105,80857,86455,89596,105577
350110,Casein,0,286,489,687,631,381,173,176,24,72,,69020,112208,94123,32954,30783,17864,27228,6792,11682,53878,,26960,34735,37237,30173,23243,27842,24486,27956,31398,36379
760900,"Aluminium tube or pipe fittings (e.g., couplings, elbows, sleeves)",38,34,36,4,2,75,35,33,96,72,,2255,1867,1419,2919,20589,21034,24294,24876,26015,41450,,9723,8830,9592,15227,10890,11405,12282,12561,15229,21694
400942,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",1467,458,228,42,12,418,68,63,55,72,,770,1574,2917,3167,2027,6987,8475,12274,8357,10061,,29647,40655,52339,42921,45771,34332,15366,19627,24205,21531
910690,"Time of day recording apparatus and apparatus for measuring, recording or otherwise indicating ...",0,0,3,1,0,2,3,14,171,72,,235,132,248,97,113,233,514,696,720,1538,,2561,3630,3859,4771,5160,5194,6917,7201,7347,8946
732510,"Articles of non-malleable cast iron, n.e.s.",0,121,1575,0,29,84,166,67,50,72,,101092,111073,109013,101044,85093,121575,149472,159615,126656,192563,,3490,2725,4087,5235,12843,15144,22814,24439,21248,27512
400911,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), not reinforced or otherwise ...",181,741,425,221,41,29,207,346,294,72,,3570,3839,6931,4850,4447,8830,16651,14003,9491,16169,,32996,20196,15782,12778,12670,10132,11682,11700,10753,11118
330510,Shampoos,20,46,61,923,1511,430,454,31,5,71,,17022,24099,24296,27044,40009,33717,30260,38113,35289,38869,,52508,59073,62463,66178,62391,67156,74792,67544,61785,73441
510310,Noils of wool or of fine animal hair (excluding garnetted stock),875,856,1147,1385,750,503,494,0,109,71,,5919,6043,7558,8817,10254,8405,12235,7171,3361,4536,,1035,1687,1765,1744,1349,824,1276,1070,428,295
291829,"Carboxylic acids with phenol function but without other oxygen function, their anhydrides, ...",284,253,432,394,406,273,540,210,141,71,,4536,8730,14092,8088,5850,5662,6061,8998,11495,20756,,27600,25474,24208,20795,22043,22238,28988,25846,25447,30952
620411,"Women's or girls' suits of wool or fine animal hair (excluding knitted or crocheted, ski overalls ...",0,0,0,0,0,0,5,13,141,70,,796,429,580,569,306,1454,4131,277,191,774,,420,236,481,424,283,238,193,1138,2489,2002
640610,Uppers and parts thereof (excluding stiffeners and general parts made of asbestos),5,80,137,24,4,86,149,61,69,70,,242134,333515,369347,292214,283382,317882,326149,270501,203847,236068,,112441,149202,158616,170644,180298,175321,169181,142161,111725,119120
400932,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",910,55,0,93,88,44,66,26,19,70,,3116,4385,6151,5038,9244,16703,16870,15784,17008,26865,,5827,5562,4348,4954,4144,5885,5137,4647,6789,11821
291479,"Halogenated, sulphonated, nitrated or nitrosated derivatives of ketones or quinones (excl. ...""",0,0,0,0,0,248,80,197,121,70,,0,0,0,0,0,41411,62846,55348,65121,78955,,0,0,0,0,0,6107,9031,14021,20167,17881
480431,"Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...",0,0,0,0,0,0,0,1,24,70,,989,4082,9094,8568,6344,14336,52147,25929,67336,55596,,43396,43010,42180,33201,28541,29487,30138,33208,30103,40030
820790,"Interchangeable tools for hand tools, whether or not power-operated, or for machine tools, ...",175,122,163,128,263,211,139,125,46,69,,35076,42350,37484,35285,26154,35025,49242,29768,24249,29739,,56533,50018,54071,43506,33777,36450,37218,56571,32614,37376
760719,"Aluminium foil, not backed, rolled and further worked, of a thickness of <= 2 mm (excluding ...",1,19,34,108,101,73,27,32,97,68,,32883,42288,40910,49782,41398,42176,53585,58158,57194,87867,,91168,101706,88237,83518,83323,96747,102267,79211,86569,125298
282090,Manganese oxides (excluding manganese dioxide),9,0,0,17,108,15,60,92,51,68,,6912,10518,9663,10525,8886,11292,11721,12278,13146,12610,,5663,4281,4227,4197,5447,3890,4188,3664,3639,5299
330125,"Oils of mints, whether or not terpeneless, incl. concretes and absolutes (excluding those ...""",5,24,2,53,132,69,29,28,62,68,,243343,286816,199784,142122,159597,216269,315065,679752,211148,176030,,247,180,619,616,935,900,896,799,1004,1231
530929,"Woven fabrics of flax, containing predominantly, but < 85% flax by weight, dyed, made of yarn ...",46,17,29,8,10,73,72,80,71,68,,7070,10112,11955,12714,10478,9573,8109,10597,7061,9921,,4548,4401,5513,5267,5949,5946,9902,6501,4873,6417
700992,"Glass mirrors, framed (excluding rear-view mirrors for vehicles, optical mirrors, optically ...",40,22,49,90,67,211,123,82,96,68,,6727,11742,12400,16035,20266,24780,26339,32228,38184,70525,,8524,8245,9558,11007,13039,15565,18008,20099,18756,20065
400219,"Styrene-butadiene rubber """"SBR""""; carboxylated styrene-butadiene rubber """"XSBR"""", in primary ...""",1,0,0,633,201,1,70,186,148,68,,4351,3113,14597,29172,18687,40195,44913,37278,27830,14850,,190483,212502,181981,152700,128967,152661,130638,115681,78492,119175
843991,"Parts of machinery for making pulp of fibrous cellulosic material, n.e.s.",0,35,0,5,1,1,37,5,8,68,,2704,3083,5408,13977,4252,5799,9663,10626,9530,13846,,4127,6007,5212,7140,4855,6126,5365,5792,10858,7992
590320,"Textile fabrics impregnated, coated, covered or laminated with polyurethane (excluding wallcoverings ...",0,3,0,10,2,1,1,17,22,68,,1749,4554,5465,2722,2174,2651,3480,5012,13967,3638,,56343,60446,62870,58579,59547,52313,51005,54508,48992,56348
630120,"Blankets and travelling rugs of wool or fine animal hair (excluding electric, table covers, ...",12,7,39,38,36,24,34,21,26,68,,7323,7131,6169,6083,5555,4994,3993,4780,4353,7450,,1226,1096,744,846,715,1074,1570,1614,1884,2621
853990,"Parts of electric filament or discharge lamps, sealed beam lamp units, ultraviolet or infra-red ...",1695,1556,670,128,189,145,92,98,69,67,,5824,8062,9138,6478,6527,4945,5081,4833,5118,5432,,36201,39716,31509,23132,13545,15920,13181,10964,10159,11302
381600,"Refractory cements, mortars, concretes and similar compositions, incl. dolomite ramming mix ...",197,206,273,560,338,182,186,201,117,67,,18227,18251,19750,22554,31255,40592,51334,52359,45620,55801,,67820,56830,62928,48048,45794,47081,43428,45358,43877,47701
285000,"Hydrides, nitrides, azides, silicides and borides, whether or not chemically defined (excluding ...",0,0,0,8,21,30,26,38,71,67,,4028,7235,5219,4001,4271,3954,3892,5594,4946,6900,,93714,77793,89510,85180,87659,92022,90632,76303,71956,93256
847150,"Processing units for automatic data-processing machines, whether or not containing in the same ...",5,234,391,461,43,2298,42,33,66,67,,127053,118819,57414,17034,20028,19095,42691,46278,46055,89709,,903143,953544,939070,959704,1021298,1275707,1634311,1733327,1701183,2322838
420239,"Wallets, purses, key-cases, cigarette-cases, tobacco-pouches and similar articles of a kind ...",48,34,51,55,46,96,76,100,72,67,,1654,2945,3562,3986,4359,7264,7248,8404,6735,10878,,6063,9061,10701,10298,14198,25083,30377,35737,55010,49538
90932,"Cumin seeds, crushed or ground",10,55,69,77,75,46,94,58,121,67,,0,8536,9709,11460,18286,21118,22342,24369,28362,34541,,28,68,96,111,145,84,151,101,209,213
420340,"Clothing accessories of leather or composition leather (excluding gloves, mittens and mitts, ...",3,1,11,13,7,8,9,32,44,67,,10298,10398,12262,11412,10123,12677,14481,14949,11199,11815,,574,536,484,686,866,1023,1135,1514,1717,1882
841440,Air compressors mounted on a wheeled chassis for towing,14,0,0,0,0,0,0,26,3,67,,65947,77912,58286,51791,56192,52880,54641,75194,54419,36786,,16175,14816,42794,3979,10957,13602,8665,13950,9806,24069
621210,"Brassieres of all types of textile materials, whether or not elasticated, incl. knitted or ...",17,2,9,105,397,7,3,178,73,67,,82431,102584,101777,114339,117628,92436,107590,108082,63739,88197,,83840,103316,115342,145006,171997,188397,208140,214307,199734,210103
610120,"Overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, wind-jackets ...",25,52,87,50,6,45,162,64,132,66,,4409,3840,4873,4212,3127,3634,11368,20717,14279,14586,,5152,6631,11317,15974,12532,11294,9892,7102,6430,6875
841690,"Parts of furnace burners such as mechanical stokers, incl. their mechanical grates, mechanical ...",26,0,719,0,301,75,260,0,0,66,,5769,4295,4280,2306,3456,3519,4657,5501,4841,4572,,32631,23013,32846,37480,22114,25922,40782,18621,32417,18640
291229,"Cyclic aldehydes, without other oxygen function (excluding benzaldehyde)",119,0,0,1,47,20,21,33,32,65,,5356,24790,18964,24410,38643,41518,42494,58177,57004,67714,,3546,3171,2891,2873,2953,3602,2807,3025,3953,3928
870324,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",0,0,0,26,0,0,0,8,0,64,,4505,921,288,4546,3638,1759,1355,2947,1256,15,,1079669,897526,1228957,1442854,1189541,993189,1026159,1286730,1148107,1290826
291531,Ethyl acetate,6757,16740,9458,2831,0,0,1,0,0,64,,145973,202986,127137,91663,69725,79466,125882,95174,86553,160522,,80020,79329,75117,67403,52219,47878,55501,27259,25582,40198
841582,"Air conditioning machines incorporating a refrigerating unit but without a valve for reversal ...""",22,139,39,2,50,25,44,25,136,64,,949,5711,10664,12975,13959,17264,20682,22311,19414,24508,,12037,9667,30238,50350,29720,20022,39168,46302,30616,26065
731824,"Cotters and cotter pins, of iron or steel",28,11,15,12,7,36,62,43,42,63,,2242,4636,3642,1832,2111,2097,3512,3556,2577,3890,,3837,4815,4498,4649,6318,7271,9069,7608,5712,7264
851822,"Multiple loudspeakers, mounted in the same enclosure",18,17,8,12,0,4,0,1,0,63,,287,858,1232,803,1795,30687,54876,14576,3642,6619,,56080,51495,65355,68461,75145,142430,109666,98760,95363,125309
490110,"Printed books, brochures and similar printed matter, in single sheets, whether or not folded ...",34,53,56,29,1,5,14,80,89,63,,191539,212670,168127,187690,187054,172963,232727,238212,157659,215787,,5355,6262,6362,6420,8436,11318,11339,10472,10750,10441
902830,"Electricity supply or production meters, incl. calibrating meters therefor",0,0,0,0,1,0,1,0,4,63,,85626,90634,65074,66314,98006,145889,104984,60563,32756,51607,,4423,3714,6907,11564,8814,17245,14848,7331,17935,18041
200520,"Potatoes, prepared or preserved otherwise than by vinegar or acetic acid (excluding frozen)",40,0,0,0,30,27,268,203,187,63,,1746,3390,3829,2540,3306,2768,1289,1411,2154,2542,,5118,3241,6509,15533,6877,5021,4700,5384,6785,10993
920600,"Percussion musical instruments, e.g. drums, xylophones, cymbals, castanets, maracas",10,13,49,16,10,1,9,7,18,63,,3227,4195,4488,4450,3362,3189,3163,2717,2716,2851,,12380,12173,11538,11126,9360,10234,10870,12565,12186,15057
600410,"Knitted or crocheted fabrics, of a width of > 30 cm, containing >= 5% by weight elastomeric ...""",42,14,8,0,113,121,131,131,51,62,,10473,17376,29252,33817,44842,54707,81997,113546,84327,138643,,22616,24085,23722,22900,23553,19741,23732,26640,23370,32009
570232,"Carpets and other floor coverings, of man-made textile materials, woven, not tufted or flocked, ...",30,5,11,51,18,395,155,51,18,62,,31405,44095,42928,59419,64516,86778,92072,97401,95450,133532,,859,1234,690,851,677,1168,711,686,429,892
846620,Work holders for machine tools,128,14,32,33,69,19,45,59,13,61,,1904,2949,3419,3505,4197,4315,6320,9145,5649,7671,,16354,16217,22093,30539,19390,22829,20941,20179,21306,18328
950662,Inflatable balls,169,177,243,125,246,117,262,323,201,61,,25019,30064,35443,25214,16036,15634,21538,18713,12574,19791,,16239,15899,19010,15311,15347,15541,17074,18104,14585,14100
200819,"Nuts and other seeds, incl. mixtures, prepared or preserved (excluding prepared or preserved ...",96,32,158,17,37,62,3,105,63,61,,32515,36715,42037,41726,48064,74312,70051,61575,58371,69271,,60320,87726,114479,94180,96655,102358,134757,133368,127361,143475
293354,"Derivatives of malonylurea """"barbituric acid"""" and salts thereof (excluding salts of malonylurea)""""",970,154,80,156,55,58,57,70,60,61,,19150,22489,20595,29796,12030,12857,16582,19607,26705,29560,,993,265,179,203,109,151,158,251,70,200
850132,DC motors and DC generators of an output > 750 W but <= 75 kW (excl. photovoltaic generators),0,6,97,1,2,19,27,14,23,61,,11117,8454,6564,4323,11030,17635,21648,26730,27883,31613,,13198,12469,20855,11690,39103,36199,32816,30939,19270,29132
590610,"Adhesive tape of rubberised textile fabrics, of a width of <= 20 cm (excluding that impregnated ...",0,0,0,0,0,0,0,0,10,61,,233,164,243,361,530,589,1035,714,457,519,,1868,2236,2580,2160,2261,2703,2744,3310,2223,3088
902219,"Apparatus based on the use of X-rays (other than for medical, surgical, dental or veterinary ...",0,0,0,0,0,9,41,9,21,61,,2958,917,1534,1901,2779,2520,1814,2316,1895,1397,,102074,102622,98951,117265,112221,138214,139832,107667,159214,150643
903149,"Optical instruments, appliances and machines for measuring or checking, not elsewhere specified ...",3,34,185,75,69,63,96,58,63,60,,9622,9245,7040,4357,8778,19246,15780,15238,13377,17037,,174571,187533,224411,274202,229192,326891,465416,472306,552826,659894
741529,"Rivets, cotters, cotter pins and the like, not threaded, of copper (excluding spring washers ...",0,0,0,0,0,0,26,31,16,60,,1190,2125,2559,4140,3211,4701,4129,3117,4781,11028,,602,765,948,1363,651,585,712,663,406,641
848079,Moulds for rubber or plastics (other than injection or compression types),23,4,3,30,28,39,95,50,41,60,,34879,35827,39406,39993,39287,55880,54589,53172,48815,63409,,30016,35948,35312,36353,26595,22039,17602,18076,18787,15327
190219,"Uncooked pasta, not stuffed or otherwise prepared, not containing eggs",6,11,3,2,69,296,1,5,25,60,,8955,7803,9053,7002,8804,5767,6088,6337,10983,6768,,108950,115493,123441,119259,124227,128973,138561,141599,146091,165807
610452,"Women's or girls' skirts and divided skirts of cotton, knitted or crocheted (excluding petticoats)",113,109,50,69,58,59,64,102,22,59,,16215,16717,17118,14217,11403,9619,8126,8435,5168,7098,,4235,4920,6286,3864,3075,3203,4388,4952,3200,3567
281217,Thionyl chloride,0,0,0,0,0,358,108,23,12,59,,0,0,0,0,0,461,864,962,1061,1017,,0,0,0,0,0,1272,1395,1734,1529,1489
854620,Electrical insulators of ceramics (excluding insulating fittings),0,0,8,11,0,5,9,4,2,59,,47772,47018,37697,37018,39473,42447,48897,50323,45372,53609,,12608,12972,13601,10784,10987,13301,11555,9662,7982,10096
854390,"Parts of electrical machines and apparatus, having individual functions, n.e.s. in chapter ...",15,220,879,157,67,14,94,64,128,59,,84777,54600,100163,91174,127774,55961,17021,44522,36677,24134,,284227,364096,355228,281356,217834,219127,177105,232492,196666,294507
540247,"Filament yarn of polyester, incl. monofilament of < 67 decitex, single, untwisted or with a ...",382,247,1112,333,265,448,1018,699,173,59,,43344,50117,28801,17288,23305,45420,51391,40806,27894,41688,,56234,61491,73350,65575,65142,76739,70901,90623,57317,59925
560749,"Twine, cordage, ropes and cables of polyethylene or polypropylene, whether or not plaited or ...",90,147,41,48,136,197,118,253,220,58,,117916,129242,122527,51171,43041,61475,71925,77392,74882,115464,,6546,7670,11099,10572,10897,11845,17677,19090,19384,23597
821000,"Hand-operated mechanical devices, of base metal, weighing <= 10 kg, used in the preparation, ...",0,2,5,20,42,9,64,36,36,58,,440,477,514,485,700,993,1818,2390,2919,4164,,14685,8854,9487,9777,7517,8723,9885,10860,14374,17574
841810,"Combined refrigerator-freezers, with separate external doors or drawers, or combinations thereof",76,120,119,120,217,120,99,138,98,58,,38023,24427,21308,29779,34023,29521,40982,53083,41424,56539,,92134,81199,106283,157492,179871,189850,215834,320859,400129,397624
293626,"Vitamin B12 and its derivatives, used primarily as vitamins",0,0,1,1,0,2,11,14,34,58,,1110,1055,1116,2969,2354,2807,5544,4181,3334,3405,,7503,2776,2704,3329,4525,5351,6787,8081,7825,8866
620441,Women's or girls' dresses of wool or fine animal hair (excluding knitted or crocheted and  ...,10,9,5,49,17,125,325,78,41,58,,7749,8323,7967,17339,7902,2910,2360,2509,1984,3139,,6541,6224,5160,6091,6030,5181,5245,6371,5526,5297
390769,"Poly""""ethylene terephthalate"""", in primary forms, having a viscosity number of < 78 ml/g""""",0,0,0,0,0,575,198,78,114,58,,0,0,0,0,0,132715,272324,216939,140771,280895,,0,0,0,0,0,47250,85011,83481,50033,55609
843890,"Parts of machinery for the industrial preparation or manufacture of food or drink, n.e.s.",61,1,2,5,1,25,6,26,6,58,,45383,64165,59602,72576,45595,57026,55649,70123,34951,51839,,17013,20116,36499,22983,28041,23480,28402,39929,26456,26876
610130,"Overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, wind-jackets ...",0,1,1,0,0,0,7,11,7,58,,88,354,797,1741,244,4255,7072,1216,1129,807,,12060,11617,14121,27398,19298,20311,26152,38433,42920,50300
852691,Radio navigational aid apparatus,22,6,109,6,19,54,133,147,18,57,,5759,2309,5596,3440,3013,22435,36540,42304,74422,149787,,151035,130461,267049,300811,289472,250757,209796,211102,125033,125307
490700,"Unused postage, revenue or similar stamps of current or new issue in the country in which they ...",1,0,0,0,0,0,0,0,0,57,,4896,20558,40620,7395,4912,3004,35060,18101,2078,3681,,5298,7170,4030,5020,2611,2046,2431,10723,5814,13594
640319,"Sports footwear, with outer soles of rubber, plastics, leather or composition leather and uppers ...",35,23,73,0,953,737,247,16,57,57,,101164,131139,118545,125501,145550,142340,182886,215463,146057,270511,,40668,35232,43047,36090,31276,28322,34226,35055,25693,34264
591190,"Textile products and articles, for technical purposes, specified in Note 7 to chapter 59, n.e.s.",2,19,14,9,11,15,56,77,82,57,,7800,12614,9662,10000,12217,18444,17916,21975,18923,28895,,39448,35809,41781,46570,60377,60666,60527,65578,82874,91672
400941,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",1,2,1,43,38,68,39,25,21,57,,4082,9096,9464,8236,8968,7840,5674,10870,15450,23433,,11497,19356,12977,10038,11828,11496,10138,7256,6851,6160
391729,"Rigid tubes, pipes and hoses, of plastics (excluding those of polymers of ethylene, propylene ...",0,0,10,11,5,4,10,3,18,56,,9752,7216,7157,15060,9767,7563,12239,13002,11842,18062,,18983,26171,30915,27340,24959,23465,23135,21439,27845,34621
620199,"Men's or boys' anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles ...",78,3,3,4,5,0,0,5,32,56,,1137,1810,2690,2857,3748,2367,11814,15420,24388,44356,,6847,4609,4236,3250,3209,4346,3867,4216,7333,6777
570292,"Carpets and other floor coverings, of man-made textile materials, woven, not tufted or flocked, ...",0,3,5,20,93,82,56,84,66,56,,2485,4711,12805,15356,28471,19624,30514,29518,34888,53294,,915,686,843,1169,2088,2819,3166,4039,2639,4541
